symbol,fiscaldate_end,reported_currency,operating_cashflow,payments_foroperating_activities,proceeds_fromoperating_activities,changein_operating_liabilities,changein_operating_assets,dpr_depletion_amort,capital_expenditures,changein_receivables,changein_inventory,profit_loss,cashflow_frominvestment,cashflow_fromfinancing,proceeds_fromrepayment_shortterm_debt,payments_forrepurchase_commonstock,payments_forrepurchase_equity,payments_forrepurchase_preferredstock,div_payout,div_payout_commonstock,div_payout_preferredStock,proceeds_fromissuance_commonstock,proceeds_fromissuance_longterm_debtcapital_secnet,proceeds_fromissuance_preferredstock,proceeds_fromrepurchase_equity,proceeds_fromsale_treasurystock,changein_cash_cashequivalents,changein_exchangerate,netincome
CRTX,12/31/2020,USD,-13276000,0,0,-754000,-1310000,389000,10000,0,0,-20555000,15826000,45000,0,0,0,0,0,0,0,0,0,0,47000,0,2595000,0,-20555000
CRTX,9/30/2020,USD,-12371000,0,0,-782000,-1959000,56000,20000,0,0,-21506000,10371000,90000,0,0,0,0,0,0,0,0,0,0,90000,0,-1910000,0,-21506000
CRTX,6/30/2020,USD,-14392000,0,0,137000,956000,57000,17000,0,0,-17612000,-5947000,889000,0,0,0,0,0,0,0,0,0,0,892000,0,-17612000,0,-17612000
CRTX,3/31/2020,USD,-10779000,0,0,1879000,-49000,60000,5000,0,0,-17176000,-72681000,117852000,0,0,0,0,0,0,0,0,0,0,117881000,0,34392000,0,-17176000
CRTX,12/31/2019,USD,-10950000,0,0,780000,1997000,242000,9000,0,0,-12379000,17704000,-530000,0,0,0,0,0,0,0,0,0,0,29000,0,6224000,0,-12379000
CRTX,9/30/2019,USD,-8796000,0,0,-2821000,-1231000,-274000,26000,0,0,-9858000,9222000,0,0,0,0,0,0,0,0,0,0,0,77896000,0,426000,0,-9858000
CRTX,6/30/2019,USD,-6315000,0,0,0,0,-190000,-31000,0,0,-9062000,-47837000,77832000,0,0,0,0,0,0,0,0,0,0,77832000,0,-9062000,0,-9062000
CRTX,3/31/2019,USD,-7216000,0,0,0,0,-152000,51000,0,0,-5681000,3164000,64000,0,0,0,0,0,0,0,0,0,0,64000,0,-3988000,0,-5681000
CRTX,12/31/2018,USD,-3973000,0,0,0,0,0,0,0,0,-3470000,1561000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3470000
CRTX,9/30/2018,USD,-1925000,0,0,0,0,10000,198000,0,0,-2521000,-48301000,0,0,0,0,0,0,0,0,0,0,0,75688000,0,0,0,-2521000
CRTX,6/30/2018,USD,-2620000,0,0,0,0,9000,14000,0,0,-3108000,-14000,75700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3108000
CRTX,3/31/2018,USD,-3177000,0,0,0,0,8000,51000,0,0,-3377000,3164000,238000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3377000
CRWD,1/31/2021,USD,114463000,2914000,0,169361000,66607000,243000,12554000,66323000,0,-19002000,-17301000,760529000,0,0,0,0,0,0,0,0,0,0,24288000,0,857691000,0,-19002000
CRWD,10/31/2020,USD,88501000,2704000,0,89922000,18735000,379000,9911000,22175000,0,-24531000,-98375000,5171000,0,0,0,0,0,0,0,0,0,0,4921000,0,-4703000,0,-24531000
CRWD,7/31/2020,USD,55025000,3000000,0,61604000,11916000,100000,20640000,4631000,0,-29874000,-23608000,27542000,0,0,0,0,0,0,0,0,0,0,27492000,0,-32874000,0,-29874000
CRWD,4/30/2020,USD,98577000,2400000,0,71241000,-25983000,681000,9694000,-20651000,0,-19222000,634711000,6893000,0,0,0,0,0,0,0,0,0,0,6393000,0,740181000,0,-19222000
CRWD,1/31/2020,USD,66107000,2304000,0,120397000,43020000,1428000,13350000,19436000,0,-28408000,-572115000,27310000,0,0,0,0,0,0,0,0,0,0,24527000,0,-478698000,0,-28408000
CRWD,10/31/2019,USD,38635000,1000,0,97184000,38207000,-268000,29689000,30829000,0,-35505000,-27262000,-968000,0,0,0,0,0,0,0,0,0,0,824000,0,10405000,0,-35505000
CRWD,7/31/2019,USD,-6214000,0,0,0,0,100000,21618000,0,0,-51889000,-34392000,680684000,0,0,0,0,0,0,0,0,0,0,683882000,0,-51889000,0,-51889000
CRWD,4/30/2019,USD,1415000,0,0,0,0,4873000,15541000,0,0,-25977000,4138000,-882000,0,0,0,0,0,0,0,0,0,0,1510000,0,0,0,-25977000
CRWD,1/31/2019,USD,15808000,0,0,0,0,4764000,14187000,0,0,-31260000,-10671000,-325000,0,0,0,0,0,0,0,0,0,0,208478000,0,0,0,-31260000
CRWD,10/31/2018,USD,-3639000,0,0,0,0,0,7596000,0,0,-42323000,-36486000,8094000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42323000
CRWD,7/31/2018,USD,-28744000,0,0,0,0,2448000,5419000,0,0,-32877000,-87117000,182171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32877000
CRWD,4/30/2018,USD,-6393000,0,0,0,0,2049000,8649000,0,0,-33617000,-7756000,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33617000
CSPR,12/31/2020,USD,-582000,4885000,0,12135000,6531000,4932000,3376000,10089000,1262000,-15028000,-3376000,-567000,0,0,0,0,0,0,0,0,0,0,265000,0,-4525000,0,-15028000
CSPR,9/30/2020,USD,-553000,1662000,0,431000,-7039000,3312000,1782000,-5801000,-2951000,-15856000,-1782000,471000,0,0,0,0,0,0,0,0,0,0,471000,0,-1864000,0,-15856000
CSPR,6/30/2020,USD,-13365000,883000,0,0,0,3606000,3687000,0,-1047000,-24205000,-3687000,-116000,0,0,0,0,0,0,0,0,0,0,0,0,-29153000,0,-24205000
CSTL,12/31/2020,USD,-430000,0,0,1564000,1676000,333000,589000,192000,538000,-3097000,-588000,227820000,0,0,0,0,0,0,0,250537000,0,0,251846000,0,226802000,0,-4889000
CSTL,9/30/2020,USD,-2955000,0,0,2915000,3936000,333000,1906000,482000,12000,-3883000,-1904000,8150000,0,0,0,0,0,0,0,9974000,0,0,10650000,0,3291000,0,-4589000
CSTL,6/30/2020,USD,13501000,0,0,10615000,-2105000,102000,1756000,-2176000,449000,-607000,-1756000,69361000,0,0,0,0,0,0,0,0,0,0,70194000,0,-505000,0,-1376000
CSTL,3/31/2020,USD,-251000,0,0,-2685000,26000,315000,500000,-161000,-19000,1334000,-500000,559000,0,0,0,0,0,0,0,0,0,0,559000,0,-192000,0,570000
CSTL,12/31/2019,USD,4493000,0,0,3323000,1932000,334000,347000,1697000,416000,2821000,-347000,224000,-495,0,0,0,0,0,0,0,0,-17,224000,0,4370000,0,2055000
CSTL,9/30/2019,USD,752000,0,0,729000,4526000,532000,166000,2824000,270000,1724000,-166000,76421000,0,0,0,0,0,0,0,0,0,0,66731000,0,77007000,0,5849000
CVAC,9/30/2020,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36834000
CVAC,3/31/2020,EUR,-2680000,0,0,0,0,1831000,5266000,0,772000,0,-3319000,18742000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23850000
CVAC,12/31/2019,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35990000
CVAC,9/30/2019,EUR,-2680000,0,0,0,0,0,0,0,0,0,-3319000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18360000
CVAC,3/31/2019,EUR,-22630000,0,0,0,0,0,0,0,0,0,16723000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADA,12/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-534370000
DADA,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-434029000
DADA,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-457486000
DADA,3/31/2020,CNY,-244540000,0,0,0,0,51085000,9464000,0,427000,0,-4845000,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279291000
DADA,12/31/2019,CNY,-1297838000,0,0,0,0,215664000,31762000,0,0,0,-267460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1669781000
DADA,9/30/2019,CNY,-244540000,0,0,0,0,160935000,28330000,0,0,0,-4845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1127998000
DADA,6/30/2019,CNY,-244540000,0,0,0,0,0,0,0,0,0,-4845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-316021000
DADA,3/31/2019,CNY,-255653000,0,0,0,0,53077000,3883000,0,3162000,0,363525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-336948000
DADA,12/31/2018,CNY,-1819355000,0,0,0,0,212241000,32861000,0,0,0,-415382000,3048112000,0,0,0,0,0,0,0,0,0,0,3412300000,0,0,0,-1878375000
DAO,12/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-447754000
DAO,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-877805000
DAO,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257806000
DAO,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169424000
DAO,12/31/2019,CNY,-29400000,0,0,0,0,3250000,4453000,0,-23572000,0,0,1512837000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201998000
DAO,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231130000
DAO,6/30/2019,CNY,-200804000,0,0,0,0,4569000,9322000,0,-0.02,0,135364000,75643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-167894000
DAO,3/31/2019,CNY,-100402000,0,0,0,0,0.01,0.03,0,-0.02,0,67682000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91878000
DAO,9/30/2018,USD,-14616896.45,0,0,0,0,332586,676454.75,0,-644426.33,0,9853397.2,5506194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11209509.53
DAO,6/30/2018,USD,-19309500,0,0,0,0,1345000,3239000,0,-1419000,0,-201704000,232933000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46089000
DAO,3/31/2018,USD,-19309500,0,0,0,0,1345000,3239000,0,-1419000,0,-201704000,232933000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46089000
DASH,12/31/2020,USD,-63000000,0,0,0,0,31000000,37000000,0,0,0,-63000000,3282000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312000000
DASH,9/30/2020,USD,-63000000,0,0,0,0,0,0,0,0,0,-63000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,12/31/2019,USD,-159000000,0,0,0,0,16000000,34000000,0,0,0,-348000000,99000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-134000000
DASH,9/30/2019,USD,-159000000,0,0,0,0,0,0,0,0,0,-348000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCBO,12/31/2020,USD,7046000,0,0,0,0,460000,767000,0,0,0,-2904000,154759000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3741000
DCBO,9/30/2020,USD,455000,0,0,0,0,279000,282000,0,0,0,-595000,17916000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1158000
DCBO,6/30/2020,USD,198000,0,0,0,0,254000,233000,0,0,0,-233000,-232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3498000
DCBO,3/31/2020,USD,-2544000,0,0,0,0,238000,163000,0,0,0,-163000,-173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743000
DCBO,12/31/2019,USD,-3493000,0,0,0,0,99000,60000,0,0,0,-60000,44733000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3299000
DCBO,9/30/2019,USD,-1892000,0,0,0,0,208000,93000,0,0,0,0,-317000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3742000
DCRB,12/31/2020,USD,-1644158,900376,0,4894103,1061140,0,0,0,0,-5474420,-225725020,0,0,0,0,0,0,0,0,0,0,0,0,0,-315251,0,-5474420
DCT,11/30/2020,USD,-22172000,0,0,0,0,5372000,724000,0,0,0,-724000,-5822000,0,0,0,0,0,0,0,0,0,0,-57000,0,0,0,-4651000
DCT,8/31/2020,USD,17478000,0,0,0,0,5558000,1143000,0,0,0,-1143000,354348000,0,0,0,0,0,0,0,0,0,0,-264688000,0,0,0,-21610000
DCT,11/30/2019,USD,-8141000,0,0,0,0,5004000,2498000,0,0,0,-2498000,13309000,0,0,0,0,0,0,0,0,0,0,-98000000,0,0,0,-4014000
DCT,8/31/2019,USD,17092000,0,0,0,0,5016000,4298000,0,0,0,-6125000,-8802000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2555000
DCT,11/30/2018,USD,-7305000,0,0,0,0,0,0,0,0,0,-10700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDMX,12/31/2019,USD,-60922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119110
DDMX,9/30/2019,USD,-114630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-363680
DDMX,6/30/2019,USD,-75113,0,0,0,0,0,0,0,0,0,-5059086,5102398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37721
DDMX,3/31/2019,USD,-92445,0,0,0,0,0,0,0,0,0,-5059086,5102398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217616
DDMX,12/31/2018,USD,-156784,0,0,0,0,0,0,0,0,0,-55650000,56097845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71283
DDMX,9/30/2018,USD,-3585,0,0,0,0,0,0,0,0,0,-55650000,28585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3585
DDOG,12/31/2020,USD,23828000,4676000,0,41957000,48280000,3800000,1079000,42995000,0,-16160000,-8691000,11058000,0,0,0,0,0,0,0,0,0,0,11121000,0,26195000,0,-16160000
DDOG,9/30/2020,USD,36270000,4356000,0,4891000,2166000,3700000,1412000,-2431000,0,-15150000,-48833000,4527000,0,0,0,0,0,0,0,0,0,0,4698000,0,-8036000,0,-15150000
DDOG,6/30/2020,USD,24738000,3284000,0,23986000,30097000,3500000,1398000,16568000,0,284000,-665295000,652031000,0,0,0,0,0,0,0,0,0,0,12102000,0,3784000,0,284000
DDOG,3/31/2020,USD,24255000,3168000,0,5493000,12220000,3500000,1526000,7116000,0,6479000,-429805000,2660000,0,0,0,0,0,0,0,0,0,0,2813000,0,-402890000,0,6479000
DDOG,12/31/2019,USD,17430000,3736000,0,14965000,25114000,3300000,3502000,15286000,0,891000,-185349000,-1749000,0,0,0,0,0,0,0,0,0,0,-1749000,0,-169668000,0,891000
DDOG,9/30/2019,USD,3824000,0,0,0,0,3800000,4834000,0,0,-4161000,-7484000,710924000,0,0,0,0,0,0,0,0,0,0,715965000,0,0,0,-4161000
DDOG,6/30/2019,USD,-438000,0,0,0,0,2500000,2782000,0,0,-3949000,-5094000,3265000,0,0,0,0,0,0,0,0,0,0,5197000,0,0,0,-3949000
DDOG,3/31/2019,USD,3418000,0,0,0,0,1900000,2197000,0,0,-9491000,-4293000,1776000,0,0,0,0,0,0,0,0,0,0,1776000,0,0,0,-9491000
DDOG,12/31/2018,USD,-4555000,0,0,0,0,1600000,1457000,0,0,-6587000,-3093000,949000,0,0,0,0,0,0,0,0,0,0,7782000,0,0,0,-6587000
DFNS,12/31/2020,USD,-129925,0,0,-20145,-24133,0,0,0,0,-130678,54321,0,0,0,0,0,0,0,0,0,0,0,0,0,-75603,0,-130678
DFNS,9/30/2020,USD,-32371,0,0,51397,-34558,0,0,0,0,-102656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-32371,0,-102656
DFNS,6/30/2020,USD,-117811,0,0,0,0,0,0,0,0,33075,53927,0,0,0,0,0,0,0,0,0,0,0,0,0,-63884,0,33075
DFNS,3/31/2020,USD,-194696,0,0,10266,-34853,0,0,0,0,341571,134835,0,0,0,0,0,0,0,0,0,0,0,0,0,-59861,0,341571
DFNS,12/31/2019,USD,-268616,0,0,0,0,0,0,0,0,-101598,-258750000,173788517,0,0,0,0,0,0,0,0,51037,0,4825323,0,1019901,0,-101598
DFPH,9/30/2020,USD,-69419,0,0,0,0,0,0,0,0,0,0,-35122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-137660
DFPH,6/30/2020,USD,-402774,0,0,0,0,0,0,0,0,0,0,-1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115735
DFPH,3/31/2020,USD,-28750,0,0,0,0,0,0,0,0,0,-230000000,231511186,0,0,0,0,0,0,0,0,0,0,225911190,0,0,0,-45089
DNB,12/31/2020,USD,77200000,179200000,0,-7000000,94900000,135900000,-100000,60700000,0,8300000,-25400000,-6700000,0,0,0,0,-64100000,-64100000,0,0,0,0,1313100000,0,45100000,0,7000000
DNB,9/30/2020,USD,4000000,90700000,0,-48400000,85800000,134100000,4500000,3500000,0,-14900000,-43900000,244000000,0,0,0,0,-64100000,-64100000,0,0,0,0,1313100000,0,204100000,0,-17000000
DNB,6/30/2020,USD,113900000,0,0,0,0,266900000,2500000,0,0,-173800000,-29400000,-48000000,0,0,0,0,-64100000,-64100000,0,0,0,0,0,0,0,0,-99900000
DNB,3/31/2020,USD,500000,0,0,0,0,134300000,18300000,0,0,73900000,-35600000,103900000,0,0,0,0,-32000000,-32000000,0,0,0,0,0,0,0,0,73900000
DNB,12/31/2019,USD,-128400000,0,0,0,0,493500000,74200000,0,0,-228100000,-6159900000,6418700000,0,0,0,0,-96100000,-96100000,0,0,0,0,3176800000,0,0,0,-628300000
DNB,9/30/2019,USD,2600000,0,0,0,0,340600000,49100000,0,0,-55300000,-149800000,6374800000,0,0,0,0,-64100000,-64100000,0,75400000,0,0,3176800000,0,0,0,-325400000
DNB,6/30/2019,USD,-200100000,0,0,0,0,228400000,33000000,0,0,-60500000,-5983300000,6407700000,0,0,0,0,-32000000,-32000000,0,0,0,0,3101400000,0,0,0,-344900000
DNB,3/31/2019,USD,-233500000,0,0,0,0,91600000,10500000,0,0,-209600000,-5952300000,6418300000,0,0,0,0,0,0,0,0,0,0,3076800000,0,0,0,-284400000
DNK,3/31/2020,CNY,-121440000,0,0,0,0,0,0,0,0,0,-178196000,2475836000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1229940000
DNK,12/31/2019,CNY,-281927000,0,0,0,0,0,1962048000,0,0,0,-369263000,4945078000,0,0,0,0,0,0,0,0,0,0,1456944000,0,0,0,-919806000
DNK,9/30/2019,CNY,-780852000,0,0,0,0,0.13,1595771000,0,0,0,-117590000,3081858000,0,0,0,0,0,0,0,0,0,0,1456944000,0,0,0,-0.35
DNK,6/30/2019,CNY,-848437000,0,0,0,0,0.15,1242480000,0,0,0,-1551236000,2777389000,0,0,0,0,0,0,0,0,0,0,1453906000,0,0,0,-0.52
DNK,3/31/2019,CNY,-633130000,0,0,0,0,0.19,0,0,0,0,-641692000,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-816300000
DNK,12/31/2018,CNY,-1164248000,0,0,0,0,3086078.83,1293635000,0,0,0,-1324021000,4692659000,0,0,0,0,0,0,0,0,0,0,2438332000,0,0,0,-11679878.62
DNK,9/30/2018,USD,-101590211,0,0,0,0,0,95216264.61,0,0,0,-73105300.7,45606983.69,0,0,0,0,0,0,0,0,0,0,14848568.51,0,0,0,0
DOYU,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85860000
DOYU,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336045000
DOYU,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260450000
DOYU,12/31/2019,CNY,813176020,0,0,0,0,32814890,121950680,0,0,0,-246303030,1896331830,0,0,0,0,0,0,0,0,0,0,3307223910,0,0,0,161599000
DOYU,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164637000
DOYU,6/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22276000
DOYU,3/31/2019,CNY,274837660,0,0,0,0,7997670,62663140,0,0,0,-85271140,-1368960190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18151520
DOYU,12/31/2018,CNY,-2960234.92,0,0,0,0,455999.46,362944.1,0,0,0,-1460628.13,699968.96,0,0,0,0,0,0,0,0,0,0,579563599.6,0,0,0,-5736811.81
DOYU,6/30/2018,USD,-21004776.69,0,0,0,0,3235610.38,2575322.59,0,0,0,-10364098.98,4966731.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34298440.31
DOYU,3/31/2018,USD,-80381684.09,0,0,0,0,8507352.69,4640243.57,0,0,0,-22061509.41,-49200393.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191492567.4
DOYU,12/31/2017,USD,-57541981.51,0,0,0,0,8240545.21,4144858.89,0,0,0,-22483920.98,300228173.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53822288.94
DT,12/31/2020,USD,73716000,6446000,0,89538000,63812000,19637000,2468000,87046000,0,18416000,-2532000,-22388000,0,0,11000,0,0,0,0,0,0,0,7612000,0,48796000,0,18416000
DT,9/30/2020,USD,23841000,0,0,0,0,16830000,1982000,0,0,17479000,-2035000,-25183000,0,0,12000,0,0,0,0,0,0,0,8396000,0,17479000,0,17479000
DT,6/30/2020,USD,37008000,6795000,0,-70509000,-66769000,18435000,4418000,-64265000,0,12865000,-4549000,3579000,0,0,13000,0,0,0,0,0,0,0,3579000,0,36038000,0,12865000
DT,3/31/2020,USD,64641000,6895000,0,41340000,40667000,-54901000,4578000,-5001000,0,46702000,-4741000,-30872000,0,0,6000,0,0,0,0,0,0,0,-6000,0,29028000,0,46702000
DT,12/31/2019,USD,11132000,6610000,0,65880000,90061000,20230000,5385000,78600000,0,1763000,-5550000,-30005000,0,0,5000,0,0,0,0,0,0,0,-5000,0,-24423000,0,1763000
DT,9/30/2019,USD,-252395000,0,0,0,0,18943000,5607000,0,0,-417334000,-5838000,414016000,0,0,92000,0,0,0,0,0,0,0,590152000,0,-417334000,0,-417334000
DTIL,12/31/2020,USD,-13452000,838000,0,1427000,-2589000,2471000,1096000,-116000,0,-23453000,-1096000,198000,0,0,0,0,0,0,0,0,0,0,198000,0,-14350000,0,-23453000
DTIL,9/30/2020,USD,-22223000,641000,0,3571000,8084000,2499000,1047000,10033000,0,-26016000,-1047000,532000,0,0,0,0,0,0,0,0,0,0,131000,0,-22738000,0,-26016000
DTIL,6/30/2020,USD,-25801000,0,0,-876000,-1454000,2453000,1785000,-3776000,0,-32701000,-1785000,285000,0,0,0,0,0,0,0,0,0,0,148000,0,-32594000,0,-32701000
DTIL,3/31/2020,USD,-25910000,0,0,-3405000,1259000,2390000,1103000,2894000,0,-26836000,-1103000,314000,0,0,0,0,0,0,0,0,0,0,212000,0,-26699000,0,-26836000
DTIL,12/31/2019,USD,-20556000,0,0,-6204000,-528000,1809000,5529000,714000,0,-20916000,-5529000,706000,0,0,0,0,0,0,0,0,0,0,821000,0,-25379000,0,-20916000
DTIL,9/30/2019,USD,-13977000,0,0,2670000,2474000,1401000,5918000,0,0,-20742000,-5918000,61000,0,0,0,0,0,0,0,0,0,0,61000,0,-19834000,0,-20742000
DTIL,6/30/2019,USD,-16575000,0,0,6884000,0,1168000,8137000,0,0,-19436000,-8137000,134312000,0,0,0,0,0,0,0,0,0,0,135564000,0,-17951000,0,-19436000
DTIL,3/31/2019,USD,-19907000,0,0,0,0,939000,5082000,0,0,-31783000,-5082000,38295000,0,0,0,0,0,0,0,0,0,0,107000,0,13306000,0,-31783000
DTIL,12/31/2018,USD,-12912000,0,0,0,0,799000,9871000,0,0,-15443000,-9871000,-1592000,0,0,0,0,0,0,0,0,0,0,109913000,0,0,0,-15443000
DTIL,9/30/2018,USD,-15047000,0,0,0,0,0,0,0,0,-9756000,-4045000,21317000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9756000
DTIL,6/30/2018,USD,-9310000,0,0,0,0,512000,1128000,0,0,-11826000,-1128000,88032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11826000
DTIL,3/31/2018,USD,-14454000,0,0,0,0,458000,619000,0,0,-9012000,-619000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9012000
DUO,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21905000
DUO,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13987000
DUO,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136445000
DUO,12/31/2019,CNY,118511000,0,0,0,0,4842000,1695000,0,0,0,-151809000,593436000,0,0,0,0,0,0,0,0,0,0,498436000,0,0,0,-691002000
DUO,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80308000
DUO,6/30/2019,CNY,91446000,0,0,0,0,3327000,268000,0,0,0,10285000,-100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85510000
DUO,3/31/2019,CNY,-51561000,0,0,0,0,1908000,32000,0,0,0,16985000,-96000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14797000
DUO,12/31/2018,CNY,-2839.06,0,0,0,0,1317.57,1407.13,0,0,0,-37397.84,1206.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14642.24
DUO,9/30/2018,USD,-925257.32,0,0,0,0,62513.53,66763.05,0,0,0,-12188050.49,57225.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-806222.11
DYN,12/31/2020,USD,-20036000,0,0,7453000,3348000,217000,723000,0,0,-28649000,-45223000,-11194000,0,0,0,0,0,0,0,0,0,0,-1194000,0,-76453000,0,-28649000
EAR,12/31/2020,USD,-5989000,-792000,0,4150000,2231000,720000,780000,1434000,-550000,-11799000,-1634000,149584000,0,0,0,0,0,0,0,0,0,0,151976000,0,141961000,0,-11799000
EBC,12/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44062000
EBC,9/30/2020,USD,12313000,0,0,0,0,6819000,1240000,0,0,0,-599924000,1483134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28505000
EBC,6/30/2020,USD,33552000,0,0,0,0,6580000,1117000,0,0,0,-900220000,1532780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29850000
EBC,3/31/2020,USD,-31551000,0,0,0,0,7933000,1029000,0,0,0,-116644000,552042000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8445000
EBC,12/31/2019,USD,51269000,0,0,0,0,4725000,1961000,0,0,0,0,111367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31238000
EBC,9/30/2019,USD,59954000,0,0,0,0,0,0,0,0,0,87588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBON,6/30/2020,USD,-2731166,0,0,0,0,0,0,0,0,0,-134607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
